"Plot","Species","Cover"
251,"Leontodon saxatilis",5
251,"Lolium perenne",1
251,"Lolium rigidum",1
251,"Lotus tenuis",5
251,"Mentha suaveolens",5
251,"Plantago lanceolata",37.5
251,"Ranunculus sp.",1
251,"Rhinanthus minor",5
251,"Rumex crispus",1
251,"Sanguisorba minor",1
251,"Schedonorus arundinaceus",37.5
251,"Trifolium dubium",5
251,"Trifolium pratense",37.5
251,"Trifolium repens",5
252,"Anthoxanthum odoratum",5
252,"Bromus racemosus",15
252,"Carex leporina",5
252,"Cerastium fontanum",5
252,"Cynosurus cristatus",15
252,"Cyperus longus",5
252,"Festuca rothmaleri",5
252,"Galium palustre",5
252,"Helosciadium nodiflorum",1
252,"Holcus lanatus",62.5
252,"Hypochaeris radicata",15
252,"Juncus acutiflorus",1
252,"Lolium perenne",1
252,"Lotus pedunculatus",15
252,"Plantago lanceolata",5
252,"Poa trivialis",15
252,"Ranunculus repens",1
252,"Ranunculus sp.",5
252,"Rhinanthus minor",5
252,"Rumex conglomeratus",1
252,"Schedonorus arundinaceus",15
252,"Trifolium dubium",15
252,"Trifolium pratense",15
252,"Trifolium repens",15
253,"Achillea millefolium",37.5
253,"Agrostis castellana",87.5
253,"Angelica major",1
253,"Anthoxanthum odoratum",5
253,"Arrhenatherum elatius",5
253,"Carum verticillatum",5
253,"Cynosurus cristatus",5
253,"Holcus lanatus",5
253,"Hypochaeris radicata",15
253,"Juncus acutiflorus",5
253,"Mentha suaveolens",1
253,"Plantago lanceolata",37.5
253,"Prunella vulgaris",1
253,"Ranunculus sp.",5
253,"Rhinanthus minor",1
253,"Rumex acetosa",1
253,"Trifolium pratense",1
253,"Trifolium repens",1
254,"Achillea millefolium",15
254,"Agrostis castellana",87.5
254,"Anthoxanthum odoratum",5
254,"Arrhenatherum elatius",15
254,"Carex leporina",1
254,"Carum verticillatum",1
254,"Chamaemelum nobile",1
254,"Crepis capillaris",1
254,"Cyperus longus",1
254,"Dactylis glomerata",5
254,"Galium broterianum",5
254,"Holcus lanatus",15
254,"Hypochaeris radicata",5
254,"Juncus acutiflorus",1
254,"Plantago lanceolata",5
254,"Rhinanthus minor",1
254,"Rumex acetosa",1
254,"Rumex acetosella",1
254,"Trifolium pratense",1
255,"Agrostis castellana",5
255,"Aira caryophyllea",1
255,"Anthoxanthum odoratum",5
255,"Arrhenatherum elatius",15
255,"Bromus hordeaceus",1
255,"Bromus racemosus",5
255,"Cerastium fontanum",1
255,"Convolvulus arvensis",1
255,"Cynosurus cristatus",5
255,"Daucus carota",5
255,"Festuca rothmaleri",5
255,"Holcus lanatus",37.5
255,"Hypochaeris radicata",5
255,"Linum bienne",1
255,"Lolium perenne",5
255,"Mentha suaveolens",1
255,"Ononis spinosa",1
255,"Plantago lanceolata",15
255,"Poa trivialis",1
255,"Ranunculus sp.",5
255,"Rhinanthus minor",5
255,"Sanguisorba minor",5
255,"Trifolium dubium",5
255,"Trifolium pratense",5
255,"Trifolium repens",37.5
255,"Trisetum flavescens",15
256,"Agrostis castellana",5
256,"Anthoxanthum odoratum",5
256,"Bromus racemosus",15
256,"Cynosurus cristatus",5
256,"Cyperus longus",1
256,"Holcus lanatus",1
256,"Hypochaeris radicata",15
256,"Lolium perenne",15
256,"Mentha suaveolens",5
256,"Plantago lanceolata",15
256,"Rhinanthus minor",15
256,"Rumex crispus",1
256,"Sanguisorba minor",1
256,"Trifolium dubium",5
256,"Trifolium pratense",5
256,"Trifolium repens",37.5
257,"Agrostis castellana",15
257,"Aira caryophyllea",5
257,"Anthoxanthum odoratum",15
257,"Arrhenatherum elatius",37.5
257,"Avena barbata",5
257,"Briza media",1
257,"Bromus racemosus",1
257,"Carex caryophyllea",1
257,"Convolvulus arvensis",1
257,"Crepis capillaris",1
257,"Cynosurus cristatus",1
257,"Dactylis glomerata",1
257,"Danthonia decumbens",1
257,"Festuca rothmaleri",1
257,"Helictochloa marginata",5
257,"Holcus lanatus",5
257,"Hypochaeris radicata",1
257,"Linum bienne",1
257,"Ononis spinosa",15
257,"Plantago lanceolata",1
257,"Prunella laciniata",1
257,"Ranunculus sp.",1
257,"Rhinanthus minor",5
257,"Rumex papillaris",1
257,"Sanguisorba minor",15
257,"Schedonorus arundinaceus",1
257,"Trifolium dubium",5
257,"Trifolium pratense",15
257,"Trisetum flavescens",1
257,"Veronica officinalis",1
257,"Vicia sativa",5
257,"Vulpia bromoides",37.5
258,"Anthoxanthum odoratum",15
258,"Carex binervis",1
258,"Carex leporina",1
258,"Carex muricata",5
258,"Cerastium fontanum",1
258,"Cynosurus cristatus",1
258,"Cyperus longus",5
258,"Festuca rothmaleri",15
258,"Galium palustre",5
258,"Holcus lanatus",5
258,"Hypochaeris radicata",1
258,"Juncus acutiflorus",5
258,"Juncus effusus",37.5
258,"Lotus pedunculatus",15
258,"Mentha pulegium",5
258,"Mentha suaveolens",1
258,"Plantago lanceolata",15
258,"Poa trivialis",5
258,"Ranunculus repens",15
258,"Ranunculus sp.",5
258,"Schedonorus arundinaceus",5
258,"Trifolium pratense",5
258,"Trifolium repens",15
259,"Agrostis castellana",5
259,"Anthoxanthum odoratum",5
259,"Arrhenatherum elatius",1
259,"Convolvulus arvensis",1
259,"Cynosurus cristatus",5
259,"Dactylis glomerata",1
259,"Holcus lanatus",62.5
259,"Hypochaeris radicata",1
259,"Lolium multiflorum",15
259,"Plantago lanceolata",37.5
259,"Rhinanthus minor",1
259,"Rumex crispus",1
259,"Trifolium pratense",37.5
259,"Trifolium repens",15
260,"Agrostis castellana",15
260,"Anthoxanthum odoratum",15
260,"Arrhenatherum elatius",37.5
260,"Bromus racemosus",5
260,"Cynosurus cristatus",15
260,"Holcus lanatus",15
260,"Hypochaeris radicata",5
260,"Leontodon saxatilis",1
260,"Mentha suaveolens",1
260,"Plantago lanceolata",15
260,"Ranunculus sp.",5
260,"Rhinanthus minor",15
260,"Rubus lainzii",1
260,"Rumex acetosa",5
260,"Sanguisorba minor",1
260,"Trifolium dubium",15
260,"Trifolium pratense",15
260,"Trifolium repens",15
260,"Trifolium striatum",1
260,"Verbena officinalis",1
260,"Vulpia bromoides",15
261,"Achillea millefolium",1
261,"Agrostis castellana",5
261,"Aira caryophyllea",5
261,"Anthemis arvensis",1
261,"Anthoxanthum odoratum",37.5
261,"Arrhenatherum elatius",15
261,"Bromus hordeaceus",1
261,"Bromus racemosus",1
261,"Convolvulus arvensis",15
261,"Cynosurus cristatus",15
261,"Holcus lanatus",15
261,"Hypochaeris radicata",15
261,"Leontodon saxatilis",1
261,"Lepidium heterophyllum",1
261,"Lolium perenne",5
261,"Mentha suaveolens",5
261,"Ornithopus compressus",1
261,"Plantago lanceolata",15
261,"Rhinanthus minor",15
261,"Rumex acetosa",1
261,"Sanguisorba minor",15
261,"Schedonorus arundinaceus",5
261,"Trifolium dubium",15
261,"Trifolium pratense",37.5
261,"Trifolium repens",15
261,"Vulpia bromoides",15
262,"Agrostis castellana",5
262,"Anthoxanthum odoratum",15
262,"Bromus racemosus",1
262,"Cynosurus cristatus",15
262,"Cyperus longus",15
262,"Holcus lanatus",15
262,"Hypochaeris radicata",5
262,"Juncus acutiflorus",1
262,"Lotus pedunculatus",5
262,"Mentha suaveolens",5
262,"Plantago lanceolata",37.5
262,"Prunella vulgaris",1
262,"Ranunculus sp.",5
262,"Rhinanthus minor",37.5
262,"Rumex acetosa",1
262,"Stellaria graminea",5
262,"Trifolium dubium",37.5
262,"Trifolium pratense",5
262,"Trifolium repens",37.5
263,"Agrostis castellana",15
263,"Arrhenatherum elatius",1
263,"Bromus racemosus",15
263,"Cerastium fontanum",1
263,"Convolvulus arvensis",5
263,"Cynosurus cristatus",1
263,"Dactylis glomerata",5
263,"Echium plantagineum",5
263,"Gaudinia fragilis",1
263,"Holcus lanatus",37.5
263,"Hordeum secalinum",1
263,"Hypochaeris radicata",1
263,"Leontodon saxatilis",1
263,"Lolium perenne",37.5
263,"Lolium rigidum",5
263,"Lotus subbiflorus",1
263,"Lotus tenuis",1
263,"Ononis spinosa",15
263,"Plantago lanceolata",15
263,"Poa pratensis",1
263,"Ranunculus sp.",1
263,"Rumex acetosella",5
263,"Sanguisorba minor",1
263,"Trifolium dubium",5
263,"Trifolium glomeratum",1
263,"Trifolium pratense",15
263,"Trifolium repens",5
263,"Trifolium striatum",1
263,"Trifolium subterraneum",5
263,"Vulpia bromoides",5
264,"Agrostis castellana",15
264,"Anthemis arvensis",1
264,"Bromus racemosus",5
264,"Cerastium diffusum",1
264,"Convolvulus arvensis",5
264,"Cynosurus cristatus",5
264,"Echium plantagineum",1
264,"Festuca rothmaleri",1
264,"Holcus lanatus",15
264,"Hypochaeris radicata",5
264,"Leontodon saxatilis",5
264,"Lolium perenne",37.5
264,"Plantago lanceolata",15
264,"Poa pratensis",1
264,"Potentilla reptans",1
264,"Ranunculus sp.",1
264,"Rumex acetosella",5
264,"Trifolium pratense",15
264,"Trifolium repens",37.5
264,"Vulpia bromoides",1
265,"Aira caryophyllea",1
265,"Anthemis arvensis",1
265,"Aphanes australis",1
265,"Arrhenatherum elatius",1
265,"Avena barbata",1
265,"Brassica barrelieri",1
265,"Bromus racemosus",15
265,"Carduus pycnocephalus",1
265,"Cerastium diffusum",1
265,"Chondrilla juncea",1
265,"Convolvulus arvensis",5
265,"Crepis capillaris",1
265,"Dactylis glomerata",1
265,"Daucus carota",1
265,"Erodium cicutarium",1
265,"Holcus lanatus",15
265,"Hypochaeris radicata",5
265,"Leontodon saxatilis",1
265,"Lotus subbiflorus",1
265,"Ornithopus perpusillus",1
265,"Parentucellia latifolia",1
265,"Plantago coronopus",1
265,"Plantago lanceolata",15
265,"Rumex acetosella",1
265,"Rumex crispus",1
265,"Spergula arvensis",1
265,"Tolpis barbata",1
265,"Trifolium dubium",15
265,"Trifolium pratense",5
265,"Trifolium repens",62.5
265,"Trifolium subterraneum",15
265,"Veronica arvensis",1
265,"Vulpia bromoides",15
266,"Agrostis castellana",1
266,"Aira caryophyllea",5
266,"Anthemis arvensis",1
266,"Anthoxanthum odoratum",1
266,"Aphanes australis",1
266,"Arrhenatherum elatius",37.5
266,"Brassica barrelieri",1
266,"Briza media",1
266,"Bromus racemosus",5
266,"Chondrilla juncea",1
266,"Convolvulus arvensis",1
266,"Crepis capillaris",1
266,"Daucus carota",1
266,"Holcus lanatus",1
266,"Hypochaeris radicata",15
266,"Jacobaea vulgaris",1
266,"Leontodon saxatilis",1
266,"Ornithopus compressus",1
266,"Plantago lanceolata",5
266,"Rumex acetosella",5
266,"Trifolium arvense",1
266,"Trifolium campestre",1
266,"Trifolium dubium",37.5
266,"Trifolium pratense",5
266,"Trifolium repens",62.5
266,"Vulpia bromoides",5
267,"Achillea millefolium",15
267,"Agrostis capillaris",62.5
267,"Anthoxanthum odoratum",1
267,"Arabis hirsuta",1
267,"Arenaria serpyllifolia",1
267,"Armeria alpina",1
267,"Carum carvi",1
267,"Centaurea debeauxii",37.5
267,"Cerastium fontanum",1
267,"Cynosurus cristatus",15
267,"Dactylis glomerata",15
267,"Daucus carota",1
267,"Dianthus carthusianorum",1
267,"Dianthus hyssopifolius",1
267,"Echium vulgare",1
267,"Euphrasia hirtella",1
267,"Festuca nigrescens",15
267,"Galium verum",15
267,"Helianthemum nummularium",1
267,"Hypochaeris radicata",1
267,"Lotus corniculatus",62.5
267,"Malva moschata",1
267,"Medicago sativa",1
267,"Petrorhagia prolifera",1
267,"Phleum pratense",1
267,"Plantago lanceolata",15
267,"Poa pratensis",15
267,"Poa trivialis",1
267,"Ranunculus bulbosus",15
267,"Rhinanthus minor",1
267,"Silene nutans",1
267,"Silene vulgaris",15
267,"Taraxacum officinale",15
267,"Tragopogon pratensis",1
267,"Trifolium montanum",1
267,"Trifolium pratense",37.5
267,"Trifolium repens",15
267,"Trisetum flavescens",62.5
267,"Veronica arvensis",1
268,"Achillea millefolium",1
268,"Agrostis capillaris",37.5
268,"Anthoxanthum odoratum",15
268,"Anthriscus sylvestris",15
268,"Arenaria serpyllifolia",1
268,"Arrhenatherum elatius",1
268,"Astrantia major",1
268,"Bromus hordeaceus",1
268,"Carex caryophyllea",1
268,"Carum carvi",15
268,"Centaurea nigra",15
268,"Centaurea scabiosa",37.5
268,"Cerastium fontanum",1
268,"Crepis capillaris",1
268,"Echium vulgare",1
268,"Festuca nigrescens",1
268,"Heracleum sphondylium",37.5
268,"Knautia nevadensis",15
268,"Lathyrus pratensis",1
268,"Leucanthemum vulgare",15
268,"Lotus corniculatus",37.5
268,"Malva moschata",1
268,"Medicago lupulina",1
268,"Onobrychis supina",15
268,"Petrorhagia prolifera",1
268,"Picris hieracioides",5
268,"Pimpinella major",1
268,"Plantago lanceolata",1
268,"Poa pratensis",1
268,"Prunella vulgaris",1
268,"Ranunculus bulbosus",15
268,"Rhinanthus minor",37.5
268,"Rumex acetosa",1
268,"Salvia pratensis",37.5
268,"Sanguisorba minor",15
268,"Scabiosa columbaria",37.5
268,"Silene vulgaris",1
268,"Stachys officinalis",15
268,"Taraxacum officinale",15
268,"Tragopogon pratensis",1
268,"Trifolium pratense",15
268,"Trifolium repens",15
268,"Trisetum flavescens",37.5
268,"Veronica arvensis",1
268,"Vicia cracca",15
269,"Achillea millefolium",37.5
269,"Agrostis capillaris",37.5
269,"Anthoxanthum odoratum",1
269,"Arenaria serpyllifolia",1
269,"Arrhenatherum elatius",15
269,"Bromus hordeaceus",15
269,"Carex caryophyllea",15
269,"Centaurea nigra",1
269,"Centaurea scabiosa",37.5
269,"Cerastium fontanum",1
269,"Chaerophyllum aureum",15
269,"Conopodium majus",1
269,"Crepis capillaris",1
269,"Cynosurus cristatus",1
269,"Echium vulgare",1
269,"Festuca nigrescens",15
269,"Heracleum sphondylium",1
269,"Holcus lanatus",15
269,"Knautia nevadensis",1
269,"Leontodon hispidus",1
269,"Lotus corniculatus",15
269,"Medicago lupulina",1
269,"Onobrychis supina",15
269,"Patzkea paniculata",1
269,"Petrorhagia prolifera",1
269,"Picris hieracioides",15
269,"Pimpinella major",1
269,"Plantago lanceolata",15
269,"Ranunculus bulbosus",1
269,"Salvia pratensis",62.5
269,"Sanguisorba minor",15
269,"Silene vulgaris",1
269,"Stachys officinalis",1
269,"Trifolium repens",15
269,"Trisetum flavescens",15
269,"Valerianella dentata",37.5
269,"Veronica arvensis",1
269,"Vicia cracca",1
270,"Agrostis capillaris",37.5
270,"Alchemilla xanthochlora",15
270,"Anthoxanthum odoratum",1
270,"Anthyllis vulneraria",1
270,"Arenaria serpyllifolia",1
270,"Arrhenatherum elatius",62.5
270,"Astrantia major",15
270,"Briza media",1
270,"Centaurea nigra",1
270,"Centaurea scabiosa",1
270,"Cerastium fontanum",1
270,"Dactylis glomerata",15
270,"Daucus carota",15
270,"Echium vulgare",15
270,"Festuca nigrescens",15
270,"Helianthemum nummularium",1
270,"Heracleum sphondylium",1
270,"Holcus lanatus",37.5
270,"Iris latifolia",1
270,"Knautia nevadensis",1
270,"Lathyrus pratensis",15
270,"Leucanthemum vulgare",15
270,"Lotus corniculatus",15
270,"Myosotis ramosissima",1
270,"Narcissus poeticus",1
270,"Onobrychis viciifolia",37.5
270,"Ononis sp.",1
270,"Patzkea paniculata",1
270,"Petrorhagia prolifera",1
270,"Phyteuma orbiculare",1
270,"Picris hieracioides",1
270,"Pilosella officinarum",15
270,"Pimpinella saxifraga",1
270,"Plantago lanceolata",15
270,"Plantago media",1
270,"Poa pratensis",1
270,"Prunella grandiflora",1
270,"Ranunculus bulbosus",15
270,"Rhinanthus mediterraneus",1
270,"Rumex acetosa",1
270,"Sanguisorba minor",37.5
270,"Schedonorus pratensis",1
270,"Silene nutans",1
270,"Silene vulgaris",1
270,"Taraxacum officinale",1
270,"Tragopogon pratensis",1
270,"Trifolium montanum",15
270,"Trifolium pratense",37.5
270,"Trifolium repens",1
270,"Trisetum flavescens",37.5
270,"Veronica chamaedrys",1
271,"Agrostis capillaris",37.5
271,"Anthoxanthum odoratum",37.5
271,"Anthyllis vulneraria",1
271,"Arenaria serpyllifolia",1
271,"Arrhenatherum elatius",15
271,"Briza media",1
271,"Bromopsis erecta",1
271,"Centaurea nigra",1
271,"Centaurea scabiosa",15
271,"Cerastium fontanum",1
271,"Dactylis glomerata",15
271,"Dactylorhiza maculata",1
271,"Daucus carota",1
271,"Dianthus carthusianorum",1
271,"Echium vulgare",1
271,"Euphrasia hirtella",5
271,"Festuca nigrescens",15
271,"Leucanthemum vulgare",1
271,"Lotus corniculatus",37.5
271,"Medicago lupulina",1
271,"Medicago minima",1
271,"Onobrychis supina",1
271,"Onobrychis viciifolia",1
271,"Orobanche sp.",1
271,"Patzkea paniculata",1
271,"Phyteuma orbiculare",1
271,"Pilosella officinarum",1
271,"Plantago lanceolata",37.5
271,"Plantago media",1
271,"Poa pratensis",15
271,"Prunella grandiflora",1
271,"Ranunculus bulbosus",1
271,"Rhinanthus mediterraneus",15
271,"Rumex acetosa",1
271,"Salvia pratensis",1
271,"Sanguisorba minor",37.5
271,"Scabiosa columbaria",15
271,"Silene nutans",1
271,"Taraxacum officinale",1
271,"Tragopogon pratensis",1
271,"Trifolium campestre",1
271,"Trifolium montanum",15
271,"Trifolium pratense",37.5
271,"Trifolium repens",1
271,"Trisetum flavescens",37.5
272,"Agrostis capillaris",15
272,"Arenaria serpyllifolia",1
272,"Arrhenatherum elatius",15
272,"Astrantia major",15
272,"Bromopsis erecta",1
272,"Carex caryophyllea",1
272,"Carum carvi",15
272,"Centaurea nigra",15
272,"Cynosurus cristatus",1
272,"Dactylis glomerata",15
272,"Festuca nigrescens",1
272,"Galium verum",1
272,"Heracleum sphondylium",37.5
272,"Holcus lanatus",37.5
272,"Iris latifolia",15
272,"Lathyrus pratensis",1
272,"Leontodon hispidus",1
272,"Lotus corniculatus",15
272,"Onobrychis supina",15
272,"Petrorhagia prolifera",1
272,"Picris hieracioides",15
272,"Pimpinella major",15
272,"Plantago lanceolata",15
272,"Prunella vulgaris",1
272,"Ranunculus bulbosus",15
272,"Rhinanthus minor",15
272,"Rumex acetosa",1
272,"Sanguisorba minor",15
272,"Taraxacum officinale",15
272,"Tragopogon pratensis",1
272,"Trifolium montanum",1
272,"Trifolium pratense",15
272,"Trisetum flavescens",15
273,"Achillea millefolium",15
273,"Agrostis capillaris",37.5
273,"Anthoxanthum odoratum",15
273,"Anthriscus sylvestris",15
273,"Arenaria serpyllifolia",1
273,"Arrhenatherum elatius",62.5
273,"Briza media",1
273,"Bromopsis erecta",1
273,"Centaurea nigra",1
273,"Centaurea scabiosa",15
273,"Cerastium fontanum",1
273,"Chaerophyllum aureum",15
273,"Dactylis glomerata",15
273,"Festuca nigrescens",15
273,"Galium mollugo",1
273,"Heracleum sphondylium",37.5
273,"Holcus lanatus",1
273,"Iris latifolia",1
273,"Lathyrus pratensis",5
273,"Leucanthemum vulgare",1
273,"Lotus corniculatus",62.5
273,"Ononis sp.",1
273,"Picris hieracioides",1
273,"Plantago lanceolata",15
273,"Ranunculus bulbosus",15
273,"Rhinanthus mediterraneus",1
273,"Rumex acetosa",15
273,"Sanguisorba minor",15
273,"Scabiosa columbaria",15
273,"Silene nutans",1
273,"Silene vulgaris",15
273,"Taraxacum officinale",1
273,"Tragopogon pratensis",1
273,"Trifolium campestre",1
273,"Trifolium pratense",1
273,"Trifolium repens",1
273,"Trisetum flavescens",37.5
273,"Vicia cracca",15
274,"Achillea millefolium",15
274,"Agrostis capillaris",37.5
274,"Anthoxanthum odoratum",1
274,"Arrhenatherum elatius",37.5
274,"Artemisia vulgaris",1
274,"Campanula glomerata",1
274,"Centaurea nigra",15
274,"Centaurea scabiosa",1
274,"Chaerophyllum aureum",1
274,"Cynosurus cristatus",1
274,"Dactylis glomerata",15
274,"Daucus carota",1
274,"Dianthus carthusianorum",1
274,"Heracleum sphondylium",1
274,"Holcus lanatus",15
274,"Knautia nevadensis",1
274,"Lathyrus pratensis",15
274,"Leucanthemum vulgare",1
274,"Lotus corniculatus",15
274,"Malva moschata",1
274,"Onobrychis viciifolia",15
274,"Picris hieracioides",15
274,"Plantago lanceolata",15
274,"Poa pratensis",15
274,"Ranunculus bulbosus",15
274,"Rumex acetosa",1
274,"Salvia pratensis",15
274,"Sanguisorba minor",1
274,"Silene vulgaris",37.5
274,"Taraxacum officinale",37.5
274,"Trifolium campestre",1
274,"Trifolium pratense",37.5
274,"Trifolium repens",37.5
274,"Trisetum flavescens",37.5
274,"Veronica arvensis",1
274,"Vicia cracca",1
274,"Vicia sativa",15
275,"Achillea millefolium",1
275,"Agrostis capillaris",15
275,"Anthoxanthum odoratum",1
275,"Arrhenatherum elatius",37.5
275,"Astrantia major",15
275,"Avenula pubescens",15
275,"Campanula glomerata",1
275,"Centaurea debeauxii",1
275,"Centaurea scabiosa",37.5
275,"Cerastium fontanum",1
275,"Chaerophyllum aureum",15
275,"Cynosurus cristatus",1
275,"Dactylis glomerata",15
275,"Echium vulgare",1
275,"Euphrasia hirtella",5
275,"Festuca nigrescens",5
275,"Galium mollugo",15
275,"Galium verum",1
275,"Heracleum sphondylium",15
275,"Holcus lanatus",37.5
275,"Iris latifolia",15
275,"Knautia nevadensis",15
275,"Lathyrus pratensis",1
275,"Leontodon hispidus",1
275,"Leucanthemum vulgare",15
275,"Lotus corniculatus",15
275,"Medicago lupulina",1
275,"Onobrychis supina",15
275,"Petrorhagia prolifera",1
275,"Phyteuma orbiculare",1
275,"Picris hieracioides",5
275,"Pimpinella saxifraga",1
275,"Plantago lanceolata",15
275,"Plantago media",15
275,"Poa pratensis",15
275,"Poa trivialis",15
275,"Ranunculus bulbosus",15
275,"Rhinanthus minor",15
275,"Rumex acetosa",1
275,"Salvia pratensis",15
275,"Sanguisorba minor",15
275,"Scilla hyacinthoides",1
275,"Silene vulgaris",15
275,"Taraxacum officinale",15
275,"Trifolium pratense",37.5
275,"Trifolium repens",15
275,"Trisetum flavescens",37.5
275,"Vicia cracca",15
276,"Achillea millefolium",62.5
276,"Anthoxanthum odoratum",37.5
276,"Arenaria serpyllifolia",1
276,"Armeria alpina",5
276,"Centaurea debeauxii",1
276,"Centaurea scabiosa",1
276,"Cerastium fontanum",1
276,"Conopodium majus",1
276,"Dactylis glomerata",15
276,"Daucus carota",1
276,"Dianthus deltoides",1
276,"Festuca nigrescens",15
276,"Galium verum",1
276,"Holcus lanatus",15
276,"Hypochaeris radicata",1
276,"Knautia nevadensis",1
276,"Leontodon hispidus",15
276,"Lolium multiflorum",15
276,"Lotus corniculatus",62.5
276,"Phleum phleoides",1
276,"Phleum pratense",15
276,"Plantago lanceolata",15
276,"Ranunculus bulbosus",15
276,"Rhinanthus minor",15
276,"Rumex acetosa",1
276,"Silene nutans",1
276,"Silene vulgaris",1
276,"Taraxacum officinale",15
276,"Tragopogon pratensis",1
276,"Trifolium dubium",1
276,"Trifolium pratense",15
276,"Trifolium repens",1
276,"Trisetum flavescens",62.5
276,"Veronica arvensis",1
277,"Agrostis capillaris",1
277,"Arrhenatherum elatius",62.5
277,"Campanula glomerata",1
277,"Centaurea nigra",15
277,"Cerastium fontanum",1
277,"Chaerophyllum aureum",37.5
277,"Dactylis glomerata",62.5
277,"Galium mollugo",1
277,"Galium verum",1
277,"Heracleum sphondylium",15
277,"Holcus lanatus",62.5
277,"Leucanthemum vulgare",1
277,"Lotus corniculatus",15
277,"Medicago lupulina",1
277,"Myosotis ramosissima",1
277,"Onobrychis viciifolia",1
277,"Picris hieracioides",1
277,"Pimpinella major",1
277,"Poa pratensis",15
277,"Poa trivialis",1
277,"Potentilla reptans",1
277,"Ranunculus bulbosus",1
277,"Rumex acetosa",15
277,"Salvia pratensis",1
277,"Silene vulgaris",15
277,"Taraxacum officinale",15
277,"Tragopogon pratensis",1
277,"Trifolium pratense",15
277,"Trifolium repens",15
277,"Trisetum flavescens",62.5
277,"Veronica arvensis",1
277,"Vicia cracca",15
277,"Vicia sativa",1
278,"Achillea millefolium",1
278,"Agrostis capillaris",37.5
278,"Anthoxanthum odoratum",15
278,"Arrhenatherum elatius",15
278,"Briza media",1
278,"Carex sp.",1
278,"Carum carvi",15
278,"Centaurea nigra",37.5
278,"Cynosurus cristatus",37.5
278,"Festuca nigrescens",1
278,"Holcus lanatus",62.5
278,"Lathyrus pratensis",1
278,"Leucanthemum vulgare",1
278,"Lotus corniculatus",15
278,"Medicago lupulina",1
278,"Phleum pratense",1
278,"Plantago lanceolata",15
278,"Plantago media",15
278,"Poa pratensis",15
278,"Poa trivialis",15
278,"Ranunculus acris",15
278,"Ranunculus bulbosus",1
278,"Rhinanthus minor",1
278,"Rumex acetosa",1
278,"Sanguisorba minor",1
278,"Schedonorus pratensis",5
278,"Taraxacum officinale",1
278,"Trifolium pratense",15
278,"Trifolium repens",15
278,"Valerianella dentata",5
278,"Vicia cracca",15
279,"Achillea millefolium",1
279,"Anthoxanthum odoratum",1
279,"Arrhenatherum elatius",62.5
279,"Carum carvi",15
279,"Centaurea scabiosa",15
279,"Chaerophyllum aureum",15
279,"Dactylis glomerata",15
279,"Lathyrus pratensis",15
279,"Leucanthemum vulgare",1
279,"Plantago lanceolata",1
279,"Poa pratensis",1
279,"Poa trivialis",1
279,"Ranunculus acris",15
279,"Rhinanthus minor",15
279,"Rumex acetosa",15
279,"Silene vulgaris",37.5
279,"Taraxacum officinale",15
279,"Tragopogon pratensis",1
279,"Trifolium pratense",37.5
279,"Trifolium repens",15
279,"Trisetum flavescens",37.5
279,"Vicia cracca",15
279,"Viola reichenbachiana",1
280,"Agrostis capillaris",37.5
280,"Alchemilla xanthochlora",15
280,"Anthoxanthum odoratum",1
280,"Carex hirta",15
280,"Carum carvi",1
280,"Centaurea debeauxii",15
280,"Cerastium fontanum",1
280,"Conopodium majus",1
280,"Cynosurus cristatus",15
280,"Dactylis glomerata",1
280,"Dactylorhiza maculata",1
280,"Equisetum palustre",1
280,"Festuca nigrescens",15
280,"Heracleum sphondylium",1
280,"Holcus lanatus",62.5
280,"Lathyrus pratensis",1
280,"Plantago lanceolata",15
280,"Poa trivialis",1
280,"Ranunculus acris",37.5
280,"Rhinanthus minor",1
280,"Rumex acetosa",1
280,"Schedonorus pratensis",15
280,"Trifolium pratense",15
280,"Trifolium repens",62.5
281,"Achillea millefolium",37.5
281,"Agrostis capillaris",37.5
281,"Anthoxanthum odoratum",1
281,"Armeria alpina",1
281,"Arrhenatherum elatius",15
281,"Avenula pubescens",1
281,"Carum carvi",1
281,"Centaurea debeauxii",1
281,"Cerastium fontanum",1
281,"Chaerophyllum aureum",37.5
281,"Conopodium majus",1
281,"Dactylis glomerata",15
281,"Dianthus carthusianorum",1
281,"Festuca nigrescens",15
281,"Galium pumilum",1
281,"Galium verum",1
281,"Heracleum sphondylium",62.5
281,"Knautia nevadensis",1
281,"Laserpitium latifolium",15
281,"Leucanthemum vulgare",1
281,"Lotus corniculatus",15
281,"Pimpinella major",1
281,"Plantago lanceolata",15
281,"Poa pratensis",1
281,"Ranunculus acris",1
281,"Ranunculus bulbosus",15
281,"Rhinanthus minor",62.5
281,"Rumex acetosa",1
281,"Scabiosa columbaria",1
281,"Silene nutans",1
281,"Silene vulgaris",15
281,"Taraxacum officinale",15
281,"Tragopogon pratensis",1
281,"Trifolium pratense",37.5
281,"Trifolium repens",1
281,"Trisetum flavescens",37.5
282,"Achillea millefolium",1
282,"Agrostis capillaris",62.5
282,"Anthoxanthum odoratum",15
282,"Anthriscus sylvestris",37.5
282,"Arrhenatherum elatius",15
282,"Bromopsis erecta",1
282,"Campanula glomerata",1
282,"Carex caryophyllea",1
282,"Centaurea scabiosa",37.5
282,"Cerastium fontanum",1
282,"Chaerophyllum aureum",37.5
282,"Crepis nicaeensis",1
282,"Cuscuta epithymum",1
282,"Cynosurus cristatus",1
282,"Dactylis glomerata",15
