"Taxon","Family","Population","Length","Width"
"Trifolium pratense","Leguminosae","SOS197",1.65,1.91
"Trifolium pratense","Leguminosae","SOS214",1.78,1.65
"Trifolium pratense","Leguminosae","SOS183",1.65,1.65
"Trifolium pratense","Leguminosae","SOS070",2.03,1.65
"Trifolium pratense","Leguminosae","SOS070",2.16,1.52
"Trifolium pratense","Leguminosae","SOS070",2.29,1.78
"Trifolium pratense","Leguminosae","SOS214",1.27,1.91
"Trifolium pratense","Leguminosae","SOS105",2.16,1.78
"Trifolium pratense","Leguminosae","SOS214",1.78,1.4
"Trifolium pratense","Leguminosae","SOS214",2.03,1.52
"Trifolium pratense","Leguminosae","SOS214",1.91,2.03
"Trifolium pratense","Leguminosae","SOS214",1.52,1.78
"Trifolium pratense","Leguminosae","SOS070",1.91,1.4
"Trifolium pratense","Leguminosae","SOS070",1.91,1.65
"Trifolium pratense","Leguminosae","SOS070",1.91,1.65
"Trifolium pratense","Leguminosae","SOS070",1.91,1.78
"Trifolium pratense","Leguminosae","SOS227",1.78,1.4
"Trifolium pratense","Leguminosae","SOS070",2.03,1.65
"Trifolium pratense","Leguminosae","SOS214",1.65,1.78
"Trifolium pratense","Leguminosae","SOS214",2.03,1.78
"Trifolium pratense","Leguminosae","SOS070",1.78,2.03
"Trifolium pratense","Leguminosae","SOS070",1.65,1.91
"Trifolium pratense","Leguminosae","SOS214",2.03,1.52
"Trifolium pratense","Leguminosae","SOS214",1.91,1.78
"Trifolium pratense","Leguminosae","SOS163",1.91,2.16
"Trifolium pratense","Leguminosae","SOS214",1.91,1.78
"Trifolium pratense","Leguminosae","SOS163",2.29,1.78
"Trifolium pratense","Leguminosae","SOS036",1.78,1.65
"Trifolium pratense","Leguminosae","SOS036",2.29,1.65
"Trifolium pratense","Leguminosae","SOS036",2.29,1.78
"Trifolium pratense","Leguminosae","SOS036",1.65,1.65
"Trifolium pratense","Leguminosae","SOS227",1.65,2.03
"Trifolium pratense","Leguminosae","SOS163",1.91,1.78
"Trifolium pratense","Leguminosae","SOS183",1.65,1.91
"Trifolium pratense","Leguminosae","SOS183",1.78,1.52
"Trifolium pratense","Leguminosae","SOS183",1.78,1.52
"Trifolium pratense","Leguminosae","SOS183",1.65,1.4
"Trifolium pratense","Leguminosae","SOS197",1.91,1.52
"Trifolium pratense","Leguminosae","SOS197",1.91,1.78
"Trifolium pratense","Leguminosae","SOS197",1.91,1.65
"Trifolium pratense","Leguminosae","SOS197",2.16,1.91
"Trifolium pratense","Leguminosae","SOS070",1.78,1.78
"Trifolium pratense","Leguminosae","SOS214",2.03,2.03
"Trifolium pratense","Leguminosae","SOS214",1.78,1.78
"Trifolium pratense","Leguminosae","SOS214",1.78,1.78
"Trifolium pratense","Leguminosae","SOS214",2.16,1.78
"Trifolium pratense","Leguminosae","SOS070",2.29,1.52
"Trifolium pratense","Leguminosae","SOS197",1.78,2.29
"Trifolium pratense","Leguminosae","SOS163",2.16,1.65
"Trifolium pratense","Leguminosae","SOS163",1.78,2.03
"Trifolium pratense","Leguminosae","SOS163",1.91,1.91
"Trifolium pratense","Leguminosae","SOS163",2.29,1.65
"Trifolium pratense","Leguminosae","SOS183",1.91,2.03
"Trifolium pratense","Leguminosae","SOS163",1.52,1.91
"Trifolium pratense","Leguminosae","SOS183",1.78,1.78
"Trifolium pratense","Leguminosae","SOS070",1.78,1.91
"Trifolium pratense","Leguminosae","SOS070",1.91,1.4
"Trifolium pratense","Leguminosae","SOS070",1.65,1.78
"Trifolium pratense","Leguminosae","SOS214",2.03,1.4
"Trifolium pratense","Leguminosae","SOS105",1.65,1.91
"Trifolium pratense","Leguminosae","SOS105",2.03,1.78
"Trifolium pratense","Leguminosae","SOS214",2.03,1.4
"Trifolium pratense","Leguminosae","SOS214",2.03,1.65
"Trifolium pratense","Leguminosae","SOS214",1.65,1.52
"Trifolium pratense","Leguminosae","SOS214",2.03,1.52
"Trifolium pratense","Leguminosae","SOS070",2.03,1.65
"Trifolium pratense","Leguminosae","SOS105",2.29,1.52
"Trifolium pratense","Leguminosae","SOS105",1.91,1.65
"Trifolium pratense","Leguminosae","SOS105",2.03,1.65
"Trifolium pratense","Leguminosae","SOS197",2.41,1.52
"Trifolium pratense","Leguminosae","SOS227",1.78,1.65
"Trifolium pratense","Leguminosae","SOS197",1.91,1.78
"Trifolium pratense","Leguminosae","SOS197",1.78,1.91
"Trifolium pratense","Leguminosae","SOS197",1.65,1.91
"Trifolium pratense","Leguminosae","SOS197",1.91,1.91
"Trifolium pratense","Leguminosae","SOS197",2.03,1.78
"Trifolium pratense","Leguminosae","SOS197",1.78,1.78
"Trifolium pratense","Leguminosae","SOS197",1.78,1.91
"Trifolium pratense","Leguminosae","SOS070",2.41,2.54
"Trifolium pratense","Leguminosae","SOS070",1.78,2.16
"Trifolium pratense","Leguminosae","SOS070",1.65,1.52
"Trifolium pratense","Leguminosae","SOS214",2.03,2.03
"Trifolium pratense","Leguminosae","SOS070",1.78,2.03
"Trifolium pratense","Leguminosae","SOS070",2.03,2.16
"Trifolium pratense","Leguminosae","SOS183",1.4,1.65
"Trifolium pratense","Leguminosae","SOS183",1.52,1.78
"Trifolium pratense","Leguminosae","SOS214",1.4,1.91
"Trifolium pratense","Leguminosae","SOS183",1.4,1.91
"Trifolium pratense","Leguminosae","SOS105",2.03,2.03
"Trifolium pratense","Leguminosae","SOS105",1.91,2.03
"Trifolium pratense","Leguminosae","SOS105",2.41,1.65
"Trifolium pratense","Leguminosae","SOS105",2.03,1.52
"Trifolium pratense","Leguminosae","SOS105",1.78,2.03
"Trifolium pratense","Leguminosae","SOS214",2.16,1.78
"Trifolium pratense","Leguminosae","SOS214",1.91,1.4
"Trifolium pratense","Leguminosae","SOS227",1.65,1.4
"Trifolium pratense","Leguminosae","SOS214",1.91,1.52
"Trifolium pratense","Leguminosae","SOS070",2.03,1.65
"Trifolium pratense","Leguminosae","SOS197",1.78,1.91
"Trifolium pratense","Leguminosae","SOS105",1.78,1.78
"Trifolium pratense","Leguminosae","SOS197",1.91,2.03
"Trifolium pratense","Leguminosae","SOS197",2.16,1.65
"Trifolium pratense","Leguminosae","SOS105",2.03,2.29
"Trifolium pratense","Leguminosae","SOS105",2.16,2.67
"Trifolium pratense","Leguminosae","SOS070",1.65,1.91
"Trifolium pratense","Leguminosae","SOS105",2.29,1.65
"Trifolium pratense","Leguminosae","SOS070",1.65,1.91
"Trifolium pratense","Leguminosae","SOS070",1.65,1.65
"Trifolium pratense","Leguminosae","SOS163",2.29,1.78
"Trifolium pratense","Leguminosae","SOS163",1.91,1.65
"Trifolium pratense","Leguminosae","SOS163",2.03,2.29
"Trifolium pratense","Leguminosae","SOS227",1.78,1.78
"Trifolium pratense","Leguminosae","SOS227",1.65,1.4
"Trifolium pratense","Leguminosae","SOS163",2.16,1.65
"Trifolium pratense","Leguminosae","SOS227",2.03,1.52
"Trifolium pratense","Leguminosae","SOS227",1.78,1.78
"Trifolium pratense","Leguminosae","SOS183",1.78,1.65
"Trifolium pratense","Leguminosae","SOS070",2.03,1.52
"Trifolium pratense","Leguminosae","SOS214",1.65,1.4
"Trifolium pratense","Leguminosae","SOS214",1.78,1.65
"Trifolium pratense","Leguminosae","SOS214",1.78,1.78
"Trifolium pratense","Leguminosae","SOS183",1.91,1.78
"Trifolium pratense","Leguminosae","SOS197",2.41,1.65
"Trifolium pratense","Leguminosae","SOS197",2.29,1.65
"Trifolium pratense","Leguminosae","SOS197",1.52,2.16
"Trifolium pratense","Leguminosae","SOS197",1.91,2.03
"Trifolium pratense","Leguminosae","SOS183",2.16,1.65
"Trifolium pratense","Leguminosae","SOS197",1.78,1.91
"Trifolium pratense","Leguminosae","SOS183",1.78,2.03
"Trifolium pratense","Leguminosae","SOS183",1.65,2.16
"Trifolium pratense","Leguminosae","SOS183",1.78,1.52
"Trifolium pratense","Leguminosae","SOS183",1.78,1.52
"Trifolium pratense","Leguminosae","SOS183",1.91,1.52
"Trifolium pratense","Leguminosae","SOS197",1.4,2.16
"Trifolium pratense","Leguminosae","SOS183",1.52,1.91
"Trifolium pratense","Leguminosae","SOS214",1.52,1.78
"Trifolium pratense","Leguminosae","SOS105",1.65,2.03
"Trifolium pratense","Leguminosae","SOS105",2.16,1.65
"Trifolium pratense","Leguminosae","SOS183",2.03,1.52
"Trifolium pratense","Leguminosae","SOS183",1.78,1.91
"Trifolium pratense","Leguminosae","SOS197",2.41,2.41
"Trifolium pratense","Leguminosae","SOS183",1.91,1.78
"Trifolium pratense","Leguminosae","SOS183",2.03,1.78
"Trifolium pratense","Leguminosae","SOS197",2.16,1.65
"Trifolium pratense","Leguminosae","SOS105",1.78,1.65
"Trifolium pratense","Leguminosae","SOS105",2.03,1.65
"Trifolium pratense","Leguminosae","SOS105",1.91,1.52
"Trifolium pratense","Leguminosae","SOS197",1.91,2.03
"Trifolium pratense","Leguminosae","SOS197",2.03,1.78
"Trifolium pratense","Leguminosae","SOS197",1.91,2.03
"Trifolium pratense","Leguminosae","SOS197",1.52,1.91
"Trifolium pratense","Leguminosae","SOS070",1.78,1.52
"Trifolium pratense","Leguminosae","SOS070",1.91,1.4
"Trifolium pratense","Leguminosae","SOS070",2.03,1.78
"Trifolium pratense","Leguminosae","SOS183",1.4,1.65
"Trifolium pratense","Leguminosae","SOS070",1.78,1.4
"Trifolium pratense","Leguminosae","SOS070",1.78,2.16
"Trifolium pratense","Leguminosae","SOS227",1.52,1.52
"Trifolium pratense","Leguminosae","SOS197",2.29,1.65
"Trifolium pratense","Leguminosae","SOS183",2.03,1.52
"Trifolium pratense","Leguminosae","SOS183",1.78,1.78
"Trifolium pratense","Leguminosae","SOS227",1.65,1.52
"Trifolium pratense","Leguminosae","SOS183",1.91,1.52
"Trifolium pratense","Leguminosae","SOS214",1.65,2.16
"Trifolium pratense","Leguminosae","SOS214",1.91,1.52
"Trifolium pratense","Leguminosae","SOS070",1.65,2.29
"Trifolium pratense","Leguminosae","SOS197",1.52,1.78
"Trifolium pratense","Leguminosae","SOS163",1.78,2.16
"Trifolium pratense","Leguminosae","SOS197",1.78,1.52
"Trifolium pratense","Leguminosae","SOS183",1.91,1.27
"Trifolium pratense","Leguminosae","SOS183",2.03,1.4
"Trifolium pratense","Leguminosae","SOS105",1.65,1.91
"Trifolium pratense","Leguminosae","SOS197",1.91,1.91
"Trifolium pratense","Leguminosae","SOS197",1.91,2.03
"Trifolium pratense","Leguminosae","SOS105",1.91,1.91
"Trifolium pratense","Leguminosae","SOS183",1.78,1.52
"Trifolium pratense","Leguminosae","SOS197",1.78,1.4
"Trifolium pratense","Leguminosae","SOS197",2.03,1.65
"Trifolium pratense","Leguminosae","SOS227",1.4,1.52
"Trifolium pratense","Leguminosae","SOS227",1.91,1.65
"Trifolium pratense","Leguminosae","SOS227",1.65,2.16
"Trifolium pratense","Leguminosae","SOS227",1.52,1.4
"Trifolium pratense","Leguminosae","SOS227",1.78,1.4
"Trifolium pratense","Leguminosae","SOS227",1.78,1.65
"Trifolium pratense","Leguminosae","SOS163",1.78,1.91
"Trifolium pratense","Leguminosae","SOS197",2.16,1.52
"Trifolium pratense","Leguminosae","SOS197",1.91,2.29
"Trifolium pratense","Leguminosae","SOS197",2.29,1.65
"Trifolium pratense","Leguminosae","SOS163",2.29,1.78
"Trifolium pratense","Leguminosae","SOS070",2.16,1.65
"Trifolium pratense","Leguminosae","SOS070",1.78,2.03
"Trifolium pratense","Leguminosae","SOS163",1.78,1.65
"Trifolium pratense","Leguminosae","SOS163",2.03,1.52
"Trifolium pratense","Leguminosae","SOS163",2.29,2.03
"Trifolium pratense","Leguminosae","SOS070",2.29,1.78
"Trifolium pratense","Leguminosae","SOS227",1.78,1.78
"Trifolium pratense","Leguminosae","SOS163",1.91,1.65
"Trifolium pratense","Leguminosae","SOS163",1.65,2.29
"Trifolium pratense","Leguminosae","SOS197",1.91,1.27
"Trifolium pratense","Leguminosae","SOS197",2.16,1.78
"Trifolium pratense","Leguminosae","SOS197",1.91,1.91
"Trifolium pratense","Leguminosae","SOS183",1.65,1.52
"Trifolium pratense","Leguminosae","SOS227",1.78,1.27
"Trifolium pratense","Leguminosae","SOS227",2.03,1.65
"Trifolium pratense","Leguminosae","SOS227",1.65,1.78
"Trifolium pratense","Leguminosae","SOS214",2.16,1.78
"Trifolium pratense","Leguminosae","SOS163",1.91,1.78
"Trifolium pratense","Leguminosae","SOS183",1.65,1.65
"Trifolium pratense","Leguminosae","SOS163",1.78,1.65
"Trifolium pratense","Leguminosae","SOS163",1.78,2.03
"Trifolium pratense","Leguminosae","SOS183",1.78,1.91
"Trifolium pratense","Leguminosae","SOS197",1.91,1.65
"Trifolium pratense","Leguminosae","SOS183",1.91,2.03
"Trifolium pratense","Leguminosae","SOS197",1.65,2.03
"Trifolium pratense","Leguminosae","SOS197",2.29,1.65
"Trifolium pratense","Leguminosae","SOS105",2.54,1.65
"Trifolium pratense","Leguminosae","SOS197",2.16,1.65
"Trifolium pratense","Leguminosae","SOS183",1.65,1.4
"Trifolium pratense","Leguminosae","SOS070",1.65,1.91
"Trifolium pratense","Leguminosae","SOS070",2.16,1.65
"Trifolium pratense","Leguminosae","SOS070",1.91,1.52
"Trifolium pratense","Leguminosae","SOS163",2.03,1.4
"Trifolium pratense","Leguminosae","SOS183",1.78,1.65
"Trifolium pratense","Leguminosae","SOS197",1.78,2.16
"Trifolium pratense","Leguminosae","SOS163",1.91,1.65
"Trifolium pratense","Leguminosae","SOS163",1.91,1.91
"Trifolium pratense","Leguminosae","SOS183",1.78,1.91
"Trifolium pratense","Leguminosae","SOS183",2.03,1.78
"Trifolium pratense","Leguminosae","SOS183",1.78,1.65
"Trifolium pratense","Leguminosae","SOS163",1.91,2.03
"Trifolium pratense","Leguminosae","SOS163",2.29,1.78
"Trifolium pratense","Leguminosae","SOS227",1.78,1.91
"Trifolium pratense","Leguminosae","SOS183",1.52,1.78
"Trifolium pratense","Leguminosae","SOS183",1.78,2.03
"Trifolium pratense","Leguminosae","SOS183",1.78,1.78
"Trifolium pratense","Leguminosae","SOS070",1.91,1.4
"Trifolium pratense","Leguminosae","SOS183",1.78,1.52
"Trifolium pratense","Leguminosae","SOS197",1.78,1.65
"Trifolium pratense","Leguminosae","SOS227",1.65,1.78
"Trifolium pratense","Leguminosae","SOS163",1.91,1.78
"Trifolium pratense","Leguminosae","SOS183",1.78,1.78
"Trifolium pratense","Leguminosae","SOS163",1.52,2.16
"Trifolium pratense","Leguminosae","SOS197",2.41,1.65
"Trifolium pratense","Leguminosae","SOS183",1.91,1.91
"Trifolium pratense","Leguminosae","SOS183",1.78,1.52
"Trifolium pratense","Leguminosae","SOS163",1.52,1.78
"Trifolium pratense","Leguminosae","SOS183",1.78,1.65
"Trifolium pratense","Leguminosae","SOS197",1.65,1.91
"Trifolium pratense","Leguminosae","SOS227",1.78,1.65
"Trifolium pratense","Leguminosae","SOS227",1.78,1.65
"Trifolium pratense","Leguminosae","SOS227",1.91,1.91
"Trifolium pratense","Leguminosae","SOS197",2.54,1.78
"Trifolium pratense","Leguminosae","SOS197",1.78,2.03
"Trifolium pratense","Leguminosae","SOS227",1.52,1.65
"Trifolium pratense","Leguminosae","SOS183",1.65,1.91
"Trifolium pratense","Leguminosae","SOS183",1.78,1.78
"Trifolium pratense","Leguminosae","SOS227",1.91,1.78
"Trifolium pratense","Leguminosae","SOS227",1.65,1.65
"Trifolium pratense","Leguminosae","SOS227",1.78,1.65
"Trifolium pratense","Leguminosae","SOS183",1.52,1.78
"Trifolium pratense","Leguminosae","SOS183",1.4,1.78
"Trifolium pratense","Leguminosae","SOS227",1.52,1.52
"Trifolium pratense","Leguminosae","SOS227",1.52,1.78
"Trifolium pratense","Leguminosae","SOS227",1.65,1.4
"Trifolium pratense","Leguminosae","SOS227",1.91,1.65
"Trifolium pratense","Leguminosae","SOS163",1.65,2.03
"Trifolium pratense","Leguminosae","SOS227",1.91,1.52
"Trifolium pratense","Leguminosae","SOS163",2.29,1.78
"Trifolium pratense","Leguminosae","SOS227",1.52,1.91
"Trifolium pratense","Leguminosae","SOS197",1.65,2.16
"Trifolium pratense","Leguminosae","SOS183",2.16,1.78
"Trifolium pratense","Leguminosae","SOS227",1.65,1.27
"Trifolium pratense","Leguminosae","SOS163",2.03,2.92
"Trifolium pratense","Leguminosae","SOS197",1.78,1.52
"Trifolium pratense","Leguminosae","SOS227",2.03,1.91
"Trifolium pratense","Leguminosae","SOS227",1.78,1.78
"Trifolium pratense","Leguminosae","SOS163",2.03,1.4
"Trifolium pratense","Leguminosae","SOS163",2.03,2.16
"Trifolium pratense","Leguminosae","SOS227",1.78,1.52
"Trifolium pratense","Leguminosae","SOS163",2.29,2.03
"Trifolium pratense","Leguminosae","SOS227",1.91,1.4
"Trifolium pratense","Leguminosae","SOS227",2.29,1.78
"Trifolium pratense","Leguminosae","SOS183",1.65,1.78
"Trifolium pratense","Leguminosae","SOS227",2.03,1.78
"Trifolium pratense","Leguminosae","SOS227",1.65,1.4
"Trifolium pratense","Leguminosae","SOS163",1.78,1.91
"Trifolium pratense","Leguminosae","SOS163",1.65,1.52
"Trifolium pratense","Leguminosae","SOS163",2.03,2.16
"Trifolium pratense","Leguminosae","SOS163",2.03,2.16
"Trifolium pratense","Leguminosae","SOS227",1.91,1.27
"Trifolium pratense","Leguminosae","SOS163",1.65,1.91
"Trifolium pratense","Leguminosae","SOS163",1.91,1.91
"Trifolium pratense","Leguminosae","SOS163",2.03,1.91
"Trifolium pratense","Leguminosae","SOS163",1.78,2.03
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",1.65,1.52
"Trifolium repens","Leguminosae","SOS215",1.27,1.4
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.02,1.27
"Trifolium repens","Leguminosae","SOS224",0.89,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.14
"Trifolium repens","Leguminosae","SOS215",1.14,1.02
"Trifolium repens","Leguminosae","SOS215",1.27,1.4
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS224",1.14,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.4
"Trifolium repens","Leguminosae","SOS224",1.27,1.52
"Trifolium repens","Leguminosae","SOS224",1.02,1.02
"Trifolium repens","Leguminosae","SOS224",1.14,1.02
"Trifolium repens","Leguminosae","SOS215",1.65,1.52
"Trifolium repens","Leguminosae","SOS241",1.27,1.14
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.4,1.52
"Trifolium repens","Leguminosae","SOS097",1.02,1.02
"Trifolium repens","Leguminosae","SOS097",1.14,1.02
"Trifolium repens","Leguminosae","SOS224",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",1.02,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.27
"Trifolium repens","Leguminosae","SOS097",1.02,1.14
"Trifolium repens","Leguminosae","SOS097",1.02,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.02
"Trifolium repens","Leguminosae","SOS215",1.14,1.02
"Trifolium repens","Leguminosae","SOS215",1.27,1.52
"Trifolium repens","Leguminosae","SOS224",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.02,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.14,1.4
"Trifolium repens","Leguminosae","SOS224",1.27,1.52
"Trifolium repens","Leguminosae","SOS224",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.52,1.4
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS198",1.02,0.89
"Trifolium repens","Leguminosae","SOS215",1.02,1.02
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS215",1.4,1.4
"Trifolium repens","Leguminosae","SOS198",1.14,0.89
"Trifolium repens","Leguminosae","SOS241",1.52,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.4
"Trifolium repens","Leguminosae","SOS097",1.02,1.27
"Trifolium repens","Leguminosae","SOS215",1.65,1.14
"Trifolium repens","Leguminosae","SOS198",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.27,1.14
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS215",1.02,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",1.4,1.52
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.52
"Trifolium repens","Leguminosae","SOS097",1.14,1.4
"Trifolium repens","Leguminosae","SOS241",1.27,1.4
"Trifolium repens","Leguminosae","SOS224",1.02,1.14
"Trifolium repens","Leguminosae","SOS224",1.02,1.27
"Trifolium repens","Leguminosae","SOS097",1.02,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.4
"Trifolium repens","Leguminosae","SOS215",1.52,1.4
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS097",1.4,1.14
"Trifolium repens","Leguminosae","SOS097",1.02,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.02
"Trifolium repens","Leguminosae","SOS224",1.02,1.02
"Trifolium repens","Leguminosae","SOS224",1.02,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS215",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.52
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS198",0.89,1.02
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,0.76
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",1.14,1.02
"Trifolium repens","Leguminosae","SOS224",1.14,1.02
"Trifolium repens","Leguminosae","SOS224",1.14,1.52
"Trifolium repens","Leguminosae","SOS224",1.4,1.27
"Trifolium repens","Leguminosae","SOS224",1.14,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.02,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.4
"Trifolium repens","Leguminosae","SOS241",1.4,1.4
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.02,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.27
"Trifolium repens","Leguminosae","SOS224",1.4,1.27
"Trifolium repens","Leguminosae","SOS241",1.02,1.02
"Trifolium repens","Leguminosae","SOS224",1.27,1.4
"Trifolium repens","Leguminosae","SOS224",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS097",1.02,1.14
"Trifolium repens","Leguminosae","SOS215",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.27,1.27
"Trifolium repens","Leguminosae","SOS224",1.4,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.52
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.02,1.02
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.14
"Trifolium repens","Leguminosae","SOS215",1.65,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.02
"Trifolium repens","Leguminosae","SOS215",1.14,1.52
"Trifolium repens","Leguminosae","SOS215",1.27,1.14
"Trifolium repens","Leguminosae","SOS241",1.52,1.4
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",1.02,1.14
"Trifolium repens","Leguminosae","SOS198",0.76,0.89
"Trifolium repens","Leguminosae","SOS215",1.14,1.27
"Trifolium repens","Leguminosae","SOS215",1.14,1.52
"Trifolium repens","Leguminosae","SOS215",1.4,1.4
"Trifolium repens","Leguminosae","SOS097",1.02,1.4
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.4
"Trifolium repens","Leguminosae","SOS097",1.02,1.14
"Trifolium repens","Leguminosae","SOS097",1.4,1.4
"Trifolium repens","Leguminosae","SOS224",0.89,1.14
"Trifolium repens","Leguminosae","SOS224",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",1.14,1.02
"Trifolium repens","Leguminosae","SOS198",1.02,1.14
"Trifolium repens","Leguminosae","SOS198",1.14,1.02
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.4
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.27,1.14
"Trifolium repens","Leguminosae","SOS241",1.27,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.4,1.4
"Trifolium repens","Leguminosae","SOS224",1.52,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.02
"Trifolium repens","Leguminosae","SOS097",1.02,1.14
"Trifolium repens","Leguminosae","SOS097",0.89,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",0.89,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.14
"Trifolium repens","Leguminosae","SOS215",1.65,1.78
"Trifolium repens","Leguminosae","SOS215",1.14,1.27
"Trifolium repens","Leguminosae","SOS215",2.03,1.4
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS215",1.27,1.52
"Trifolium repens","Leguminosae","SOS241",1.4,1.27
"Trifolium repens","Leguminosae","SOS241",1.02,1.02
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.27,1.4
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
